source,target,value
"A/60/7/ADD.1-42","60/227.",1
"A/60/7/ADD.1-42","60/228.",1
"A/60/7/ADD.1-42","60/229.",1
"A/60/7/ADD.1-42","60/231.",1
"A/60/7/ADD.1-42","60/232.",1
"A/60/7/ADD.1-42","60/233.",1
"A/60/7/ADD.1-42","60/251",1
"A/60/7/ADD.1-42","60/251.",1
"A/60/7/ADD.1-42","60/256",1
"A/60/7/ADD.1-42","60/7.",1
"A/60/7/ADD.1-42","850/hour",1
"A/60/7/ADD.1-42","A/52/7/Rev.1",1
"A/60/7/ADD.1-42","A/54/7",1
"A/60/7/ADD.1-42","A/55/117",1
"A/60/7/ADD.1-42","A/56/711",1
"A/60/7/ADD.1-42","A/57/201",1
"A/60/7/ADD.1-42","A/57/285",1
"A/60/7/ADD.1-42","A/57/488",1
"A/60/7/ADD.1-42","A/58/652",1
"A/60/7/ADD.1-42","A/58/7",1
"A/60/7/ADD.1-42","A/58/7/Add.10",1
"A/60/7/ADD.1-42","A/59/19/Rev.1",1
"A/60/7/ADD.1-42","A/59/405",1
"A/60/7/ADD.1-42","A/59/441",1
"A/60/7/ADD.1-42","A/59/444",1
"A/60/7/ADD.1-42","A/59/5/Add.4.",1
"A/60/7/ADD.1-42","A/59/539",1
"A/60/7/ADD.1-42","A/59/578",1
"A/60/7/ADD.1-42","A/59/579",1
"A/60/7/ADD.1-42","A/59/600",1
"A/60/7/ADD.1-42","A/59/641",1
"A/60/7/ADD.1-42","A/59/736",1
"A/60/7/ADD.1-42","A/59/736/Add.9",1
"A/60/7/ADD.1-42","A/59/785",1
"A/60/7/ADD.1-42","A/60/281",1
"A/60/7/ADD.1-42","A/60/288",1
"A/60/7/ADD.1-42","A/60/30",1
"A/60/7/ADD.1-42","A/60/355",1
"A/60/7/ADD.1-42","A/60/355.",1
"A/60/7/ADD.1-42","A/60/366",1
"A/60/7/ADD.1-42","A/60/396",1
"A/60/7/ADD.1-42","A/60/421",1
"A/60/7/ADD.1-42","A/60/428",1
"A/60/7/ADD.1-42","A/60/526",1
"A/60/7/ADD.1-42","A/60/537.",1
"A/60/7/ADD.1-42","A/60/550/Corr.2",1
"A/60/7/ADD.1-42","A/60/572/Add.2",1
"A/60/7/ADD.1-42","A/60/585/Add",1
"A/60/7/ADD.1-42","A/60/598",1
"A/60/7/ADD.1-42","A/60/7/Add.1",1
"A/60/7/ADD.1-42","A/60/7/Add.10",1
"A/60/7/ADD.1-42","A/60/7/Add.11",1
"A/60/7/ADD.1-42","A/60/7/Add.14",1
"A/60/7/ADD.1-42","A/60/7/Add.15",1
"A/60/7/ADD.1-42","A/60/7/Add.18",1
"A/60/7/ADD.1-42","A/60/7/Add.19",1
"A/60/7/ADD.1-42","A/60/7/Add.2",1
"A/60/7/ADD.1-42","A/60/7/Add.20",1
"A/60/7/ADD.1-42","A/60/7/Add.21",1
"A/60/7/ADD.1-42","A/60/7/Add.23",1
"A/60/7/ADD.1-42","A/60/7/Add.26",1
"A/60/7/ADD.1-42","A/60/7/Add.28",1
"A/60/7/ADD.1-42","A/60/7/Add.29",1
"A/60/7/ADD.1-42","A/60/7/Add.3",1
"A/60/7/ADD.1-42","A/60/7/Add.30",1
"A/60/7/ADD.1-42","A/60/7/Add.31",1
"A/60/7/ADD.1-42","A/60/7/Add.32",1
"A/60/7/ADD.1-42","A/60/7/Add.33",1
"A/60/7/ADD.1-42","A/60/7/Add.34",1
"A/60/7/ADD.1-42","A/60/7/Add.35",1
"A/60/7/ADD.1-42","A/60/7/Add.36",1
"A/60/7/ADD.1-42","A/60/7/Add.38",1
"A/60/7/ADD.1-42","A/60/7/Add.4",1
"A/60/7/ADD.1-42","A/60/7/Add.40",1
"A/60/7/ADD.1-42","A/60/7/Add.41",1
"A/60/7/ADD.1-42","A/60/7/Add.42",1
"A/60/7/ADD.1-42","A/60/7/Add.5",1
"A/60/7/ADD.1-42","A/60/7/Add.6",1
"A/60/7/ADD.1-42","A/60/7/Add.8",1
"A/60/7/ADD.1-42","A/60/7/Add.9",1
"A/60/7/ADD.1-42","A/60/889",1
"A/60/7/ADD.1-42","A/60/L.12.1",1
"A/60/7/ADD.1-42","A/60/L.40.1",1
"A/60/7/ADD.1-42","A/C.3/60/11",1
"A/60/7/ADD.1-42","A/C.5/60/12",1
"A/60/7/ADD.1-42","A/C.5/60/14",1
"A/60/7/ADD.1-42","A/C.5/60/15",1
"A/60/7/ADD.1-42","A/C.5/60/16",1
"A/60/7/ADD.1-42","A/C.5/60/18",1
"A/60/7/ADD.1-42","A/C.5/60/20",1
"A/60/7/ADD.1-42","A/C.5/60/21",1
"A/60/7/ADD.1-42","A/C.5/60/22",1
"A/60/7/ADD.1-42","A/C.5/60/23",1
"A/60/7/ADD.1-42","A/C.5/60/24",1
"A/60/7/ADD.1-42","A/C.5/60/25",1
"A/60/7/ADD.1-42","A/C.5/60/28",1
"A/60/7/ADD.1-42","A/C.5/60/3",1
"A/60/7/ADD.1-42","A/C.5/60/SR.35",1
"A/60/7/ADD.1-42","GS-13/GS-14",1
"A/60/7/ADD.1-42","GS/LL",1
"A/60/7/ADD.1-42","GS/OL",1
"A/60/7/ADD.1-42","HIV/AIDS.1",1
"A/60/7/ADD.1-42","N/A",1
"A/60/7/ADD.1-42","P-4/P-3",1
"A/60/7/ADD.1-42","S/2004/797.",1
"A/60/7/ADD.1-42","S/2005/174.",1
"A/60/7/ADD.1-42","S/2005/533",1
"A/60/7/ADD.1-42","S/2005/709.",1
"A/60/7/ADD.1-42","S/2005/758.",1
"A/60/7/ADD.1-42","S/2006/161",1
"A/60/7/ADD.1-42","S/2006/278",1
"A/60/7/ADD.1-42","S/2006/90",1
"A/60/7/ADD.1-42","S/PRST/2004/39",1
"A/60/7/ADD.1-42","S/PRST/2005/51",1
"A/60/7/ADD.1-42","ST/AI/1999/7.",1
"A/60/7/ADD.1-42","ST/AIs",1
"A/57/304","HIV/AIDS",4
"A/57/304","WTO/TBT",3
"A/57/304","OECD/DAC",2
"A/57/304","ISO/IEC",1
"A/55/2(SUPP)-A/55/2","S/1999/996",24
"A/55/2(SUPP)-A/55/2","S/2000/580",17
"A/55/2(SUPP)-A/55/2","S/1999/1063",15
"A/55/2(SUPP)-A/55/2","HIV/AIDS",14
"A/55/2(SUPP)-A/55/2","S/1995/234",13
"A/55/2(SUPP)-A/55/2","S/1999/957",11
"A/55/2(SUPP)-A/55/2","S/1999/761",10
"A/55/2(SUPP)-A/55/2","S/1999/924",10
"A/55/2(SUPP)-A/55/2","S/PRST/1999/21",9
"A/55/2(SUPP)-A/55/2","S/1999/513",8
"A/55/2(SUPP)-A/55/2","S/1999/815",8
"A/55/2(SUPP)-A/55/2","S/2000/506",8
"A/55/2(SUPP)-A/55/2","S/PRST/1999/17",8
"A/55/2(SUPP)-A/55/2","S/1999/1038",7
"A/55/2(SUPP)-A/55/2","S/1999/1116",7
"A/55/2(SUPP)-A/55/2","S/1999/1177",7
"A/55/2(SUPP)-A/55/2","S/1999/1194",7
"A/55/2(SUPP)-A/55/2","S/1999/1216",7
"A/55/2(SUPP)-A/55/2","S/1999/726",7
"A/55/2(SUPP)-A/55/2","S/1999/777",7
"A/55/2(SUPP)-A/55/2","S/1999/790",7
"A/55/2(SUPP)-A/55/2","S/1999/807",7
"A/55/2(SUPP)-A/55/2","S/1999/871",7
"A/55/2(SUPP)-A/55/2","S/1999/954",7
"A/55/2(SUPP)-A/55/2","S/2000/304",7
"A/55/2(SUPP)-A/55/2","S/2000/460",7
"A/55/2(SUPP)-A/55/2","S/PRST/2000/4",7
"A/55/2(SUPP)-A/55/2","S/1998/1016",6
"A/55/2(SUPP)-A/55/2","S/1999/1003",6
"A/55/2(SUPP)-A/55/2","S/1999/1127",6
"A/55/2(SUPP)-A/55/2","S/1999/1141",6
"A/55/2(SUPP)-A/55/2","S/1999/1162",6
"A/55/2(SUPP)-A/55/2","S/1999/1175",6
"A/55/2(SUPP)-A/55/2","S/1999/1184",6
"A/55/2(SUPP)-A/55/2","S/1999/1296",6
"A/55/2(SUPP)-A/55/2","S/1999/711",6
"A/55/2(SUPP)-A/55/2","S/1999/862",6
"A/55/2(SUPP)-A/55/2","S/1999/872",6
"A/55/2(SUPP)-A/55/2","S/2000/101",6
"A/55/2(SUPP)-A/55/2","S/2000/131",6
"A/55/2(SUPP)-A/55/2","S/2000/203",6
"A/55/2(SUPP)-A/55/2","S/2000/208",6
"A/55/2(SUPP)-A/55/2","S/2000/214",6
"A/55/2(SUPP)-A/55/2","S/2000/30",6
"A/55/2(SUPP)-A/55/2","S/2000/394",6
"A/55/2(SUPP)-A/55/2","S/2000/416",6
"A/55/2(SUPP)-A/55/2","S/2000/459",6
"A/55/2(SUPP)-A/55/2","S/PRST/1999/30",6
"A/55/2(SUPP)-A/55/2","S/PRST/2000/13",6
"A/55/2(SUPP)-A/55/2","S/1999/1024",5
"A/55/2(SUPP)-A/55/2","S/1999/1219",5
"A/55/2(SUPP)-A/55/2","S/1999/1285",5
"A/55/2(SUPP)-A/55/2","S/1999/764",5
"A/55/2(SUPP)-A/55/2","S/1999/779",5
"A/55/2(SUPP)-A/55/2","S/1999/805",5
"A/55/2(SUPP)-A/55/2","S/1999/836",5
"A/55/2(SUPP)-A/55/2","S/1999/882",5
"A/55/2(SUPP)-A/55/2","S/1999/896",5
"A/55/2(SUPP)-A/55/2","S/1999/907",5
"A/55/2(SUPP)-A/55/2","S/1999/908",5
"A/55/2(SUPP)-A/55/2","S/2000/13",5
"A/55/2(SUPP)-A/55/2","S/2000/150",5
"A/55/2(SUPP)-A/55/2","S/2000/186",5
"A/55/2(SUPP)-A/55/2","S/2000/205",5
"A/55/2(SUPP)-A/55/2","S/2000/24",5
"A/55/2(SUPP)-A/55/2","S/2000/250",5
"A/55/2(SUPP)-A/55/2","S/2000/330",5
"A/55/2(SUPP)-A/55/2","S/2000/345",5
"A/55/2(SUPP)-A/55/2","S/2000/496",5
"A/55/2(SUPP)-A/55/2","S/PRST/1998/26",5
"A/55/2(SUPP)-A/55/2","S/PRST/1998/36",5
"A/55/2(SUPP)-A/55/2","S/PRST/1999/22",5
"A/55/2(SUPP)-A/55/2","S/PRST/1999/24",5
"A/55/2(SUPP)-A/55/2","S/PRST/1999/25",5
"A/55/2(SUPP)-A/55/2","S/PRST/1999/26",5
"A/55/2(SUPP)-A/55/2","S/PRST/1999/29",5
"A/55/2(SUPP)-A/55/2","S/PRST/1999/31",5
"A/55/2(SUPP)-A/55/2","S/PRST/1999/33",5
"A/55/2(SUPP)-A/55/2","S/PRST/1999/34",5
"A/55/2(SUPP)-A/55/2","S/PRST/2000/10",5
"A/55/2(SUPP)-A/55/2","S/PRST/2000/15",5
"A/55/2(SUPP)-A/55/2","S/PRST/2000/2",5
"A/55/2(SUPP)-A/55/2","S/PRST/2000/7",5
"A/55/2(SUPP)-A/55/2","S/PV.4049",5
"A/55/2(SUPP)-A/55/2","A/45/594",4
"A/55/2(SUPP)-A/55/2","S/1995/1028",4
"A/55/2(SUPP)-A/55/2","S/1997/451",4
"A/55/2(SUPP)-A/55/2","S/1997/510",4
"A/55/2(SUPP)-A/55/2","S/1999/1000",4
"A/55/2(SUPP)-A/55/2","S/1999/1000/Add.1",4
"A/55/2(SUPP)-A/55/2","S/1999/1006",4
"A/55/2(SUPP)-A/55/2","S/1999/1015",4
"A/55/2(SUPP)-A/55/2","S/1999/1086",4
"A/55/2(SUPP)-A/55/2","S/1999/1087",4
"A/55/2(SUPP)-A/55/2","S/1999/1203",4
"A/55/2(SUPP)-A/55/2","S/1999/1223",4
"A/55/2(SUPP)-A/55/2","S/1999/1291",4
"A/55/2(SUPP)-A/55/2","S/1999/1302",4
"A/55/2(SUPP)-A/55/2","S/1999/356",4
"A/55/2(SUPP)-A/55/2","S/1999/657",4
"A/55/2(SUPP)-A/55/2","S/1999/670",4
"A/55/2(SUPP)-A/55/2","S/1999/705",4
"A/55/2(SUPP)-A/55/2","S/1999/707",4
"A/55/2(SUPP)-A/55/2","S/1999/793",4
"A/55/2(SUPP)-A/55/2","S/1999/812",4
"A/55/2(SUPP)-A/55/2","S/1999/875",4
"A/55/2(SUPP)-A/55/2","S/1999/942",4
"A/55/2(SUPP)-A/55/2","S/1999/944",4
"A/55/2(SUPP)-A/55/2","S/1999/987",4
"A/55/2(SUPP)-A/55/2","S/1999/994",4
"A/55/2(SUPP)-A/55/2","S/2000/125",4
"A/55/2(SUPP)-A/55/2","S/2000/155",4
"A/55/2(SUPP)-A/55/2","S/2000/166",4
"A/55/2(SUPP)-A/55/2","S/2000/215",4
"A/55/2(SUPP)-A/55/2","S/2000/22",4
"A/55/2(SUPP)-A/55/2","S/2000/269",4
"A/55/2(SUPP)-A/55/2","S/2000/274",4
"A/55/2(SUPP)-A/55/2","S/2000/28",4
"A/55/2(SUPP)-A/55/2","S/2000/292",4
"A/55/2(SUPP)-A/55/2","S/2000/294",4
"A/55/2(SUPP)-A/55/2","S/2000/319",4
"A/55/2(SUPP)-A/55/2","S/2000/322",4
"A/55/2(SUPP)-A/55/2","S/2000/334",4
"A/55/2(SUPP)-A/55/2","S/2000/363",4
"A/55/2(SUPP)-A/55/2","S/2000/387",4
"A/55/2(SUPP)-A/55/2","S/2000/39",4
"A/55/2(SUPP)-A/55/2","S/2000/413",4
"A/55/2(SUPP)-A/55/2","S/2000/446",4
"A/55/2(SUPP)-A/55/2","S/2000/461",4
"A/55/2(SUPP)-A/55/2","S/2000/5",4
"A/55/2(SUPP)-A/55/2","S/2000/520",4
"A/55/2(SUPP)-A/55/2","S/PRST/1999/20",4
"A/55/2(SUPP)-A/55/2","S/PRST/1999/23",4
"A/55/2(SUPP)-A/55/2","S/PRST/1999/28",4
"A/55/2(SUPP)-A/55/2","S/PRST/1999/32",4
"A/55/2(SUPP)-A/55/2","S/PRST/1999/6",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/11",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/12",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/14",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/16",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/17",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/18",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/19",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/20",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/3",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/5",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/6",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/8",4
"A/55/2(SUPP)-A/55/2","S/PRST/2000/9",4
"A/55/2(SUPP)-A/55/2","S/PV.4046",4
"A/55/2(SUPP)-A/55/2","53/203",3
"A/55/2(SUPP)-A/55/2","J51/52",3
"A/55/2(SUPP)-A/55/2","S/1994/329",3
"A/55/2(SUPP)-A/55/2","S/1996/704",3
"A/55/2(SUPP)-A/55/2","S/1998/90",3
"A/55/2(SUPP)-A/55/2","S/1999/1007",3
"A/55/2(SUPP)-A/55/2","S/1999/1008",3
"A/55/2(SUPP)-A/55/2","S/1999/1051",3
"A/55/2(SUPP)-A/55/2","S/1999/1053",3
"A/55/2(SUPP)-A/55/2","S/1999/1073",3
"A/55/2(SUPP)-A/55/2","S/1999/1098",3
"A/55/2(SUPP)-A/55/2","S/1999/1113",3
"A/55/2(SUPP)-A/55/2","S/1999/1152",3
"A/55/2(SUPP)-A/55/2","S/1999/1159",3
"A/55/2(SUPP)-A/55/2","S/1999/1206",3
"A/55/2(SUPP)-A/55/2","S/1999/1210",3
"A/55/2(SUPP)-A/55/2","S/1999/1250",3
"A/55/2(SUPP)-A/55/2","S/1999/1257",3
"A/55/2(SUPP)-A/55/2","S/1999/1260",3
"A/55/2(SUPP)-A/55/2","S/1999/1297",3
"A/55/2(SUPP)-A/55/2","S/1999/721",3
"A/55/2(SUPP)-A/55/2","S/1999/746",3
"A/55/2(SUPP)-A/55/2","S/1999/748",3
"A/55/2(SUPP)-A/55/2","S/1999/773",3
"A/55/2(SUPP)-A/55/2","S/1999/774",3
"A/55/2(SUPP)-A/55/2","S/1999/788",3
"A/55/2(SUPP)-A/55/2","S/1999/798",3
"A/55/2(SUPP)-A/55/2","S/1999/825",3
"A/55/2(SUPP)-A/55/2","S/1999/829",3
"A/55/2(SUPP)-A/55/2","S/1999/830",3
"A/55/2(SUPP)-A/55/2","S/1999/848",3
"A/55/2(SUPP)-A/55/2","S/1999/955",3
"A/55/2(SUPP)-A/55/2","S/1999/961",3
"A/55/2(SUPP)-A/55/2","S/1999/976",3
"A/55/2(SUPP)-A/55/2","S/2000/177",3
"A/55/2(SUPP)-A/55/2","S/2000/188",3
"A/55/2(SUPP)-A/55/2","S/2000/26",3
"A/55/2(SUPP)-A/55/2","S/2000/282",3
"A/55/2(SUPP)-A/55/2","S/2000/305",3
"A/55/2(SUPP)-A/55/2","S/2000/311",3
"A/55/2(SUPP)-A/55/2","S/2000/350",3
"A/55/2(SUPP)-A/55/2","S/2000/362",3
"A/55/2(SUPP)-A/55/2","S/2000/455",3
"A/55/2(SUPP)-A/55/2","S/2000/511",3
"A/55/2(SUPP)-A/55/2","S/2000/53",3
"A/55/2(SUPP)-A/55/2","S/2000/536",3
"A/55/2(SUPP)-A/55/2","S/2000/538",3
"A/55/2(SUPP)-A/55/2","S/2000/59",3
"A/55/2(SUPP)-A/55/2","S/2000/597",3
"A/55/2(SUPP)-A/55/2","S/2000/60",3
"A/55/2(SUPP)-A/55/2","S/2000/73",3
"A/55/2(SUPP)-A/55/2","S/26015",3
"A/55/2(SUPP)-A/55/2","S/PRST/1999/13",3
"A/55/2(SUPP)-A/55/2","S/PRST/1999/18",3
"A/55/2(SUPP)-A/55/2","S/PRST/1999/19",3
"A/55/2(SUPP)-A/55/2","S/PRST/1999/27",3
"A/55/2(SUPP)-A/55/2","S/PRST/2000/1",3
"A/55/2(SUPP)-A/55/2","S/PV.4043",3
"A/55/2(SUPP)-A/55/2","S/PV.4061",3
"A/55/2(SUPP)-A/55/2","S/PV.4062",3
"A/55/2(SUPP)-A/55/2","S/PV.4092",3
"A/55/2(SUPP)-A/55/2","S/PV.4102",3
"A/55/2(SUPP)-A/55/2","S/PV.4132",3
"A/55/2(SUPP)-A/55/2","50/53",2
"A/55/2(SUPP)-A/55/2","54/192",2
"A/55/2(SUPP)-A/55/2","A/54/258",2
"A/55/2(SUPP)-A/55/2","A/54/424",2
"A/55/2(SUPP)-A/55/2","A/54/634",2
"A/55/2(SUPP)-A/55/2","A/55/2",2
"A/55/2(SUPP)-A/55/2","S/12611",2
"A/55/2(SUPP)-A/55/2","S/1994/1441",2
"A/55/2(SUPP)-A/55/2","S/1994/230",2
"A/55/2(SUPP)-A/55/2","S/1994/397",2
"A/55/2(SUPP)-A/55/2","S/1994/583",2
"A/55/2(SUPP)-A/55/2","S/1995/999",2
"A/55/2(SUPP)-A/55/2","S/1996/706",2
"A/55/2(SUPP)-A/55/2","S/1997/209",2
"A/55/2(SUPP)-A/55/2","S/1997/561",2
"A/55/2(SUPP)-A/55/2","S/1997/57",2
"A/55/2(SUPP)-A/55/2","S/1998/219",2
"A/55/2(SUPP)-A/55/2","S/1999/1013",2
"A/55/2(SUPP)-A/55/2","S/1999/1016",2
"A/55/2(SUPP)-A/55/2","S/1999/1020",2
"A/55/2(SUPP)-A/55/2","S/1999/1021",2
"A/55/2(SUPP)-A/55/2","S/1999/1026",2
"A/55/2(SUPP)-A/55/2","S/1999/1035",2
"A/55/2(SUPP)-A/55/2","S/1999/1037",2
"A/55/2(SUPP)-A/55/2","S/1999/1043",2
"A/55/2(SUPP)-A/55/2","S/1999/1048",2
"A/55/2(SUPP)-A/55/2","S/1999/1054",2
"A/55/2(SUPP)-A/55/2","S/1999/1061",2
"A/55/2(SUPP)-A/55/2","S/1999/1064",2
"A/55/2(SUPP)-A/55/2","S/1999/1069",2
"A/55/2(SUPP)-A/55/2","S/1999/1071",2
"A/55/2(SUPP)-A/55/2","S/1999/1078",2
"A/55/2(SUPP)-A/55/2","S/1999/1079",2
"A/55/2(SUPP)-A/55/2","S/1999/1083",2
"A/55/2(SUPP)-A/55/2","S/1999/1091",2
"A/55/2(SUPP)-A/55/2","S/1999/1093",2
"A/55/2(SUPP)-A/55/2","S/1999/1109",2
"A/55/2(SUPP)-A/55/2","S/1999/1111",2
"A/55/2(SUPP)-A/55/2","S/1999/1115",2
"A/55/2(SUPP)-A/55/2","S/1999/1130",2
"A/55/2(SUPP)-A/55/2","S/1999/1132",2
"A/55/2(SUPP)-A/55/2","S/1999/1134",2
"A/55/2(SUPP)-A/55/2","S/1999/1136",2
"A/55/2(SUPP)-A/55/2","S/1999/1138",2
